dataset,external_gene_name,xci.class,celltype.organ.sample,measure,ratio.xi.expression,allele.count
SanRoman_persample,ARMCX6,NA,7273D_XXraw,raw,0.891891892,raw
SanRoman_persample,MBTPS2,nonPAR_inactive,7273D_XXraw,raw,0.70672043,raw
SanRoman_persample,RAB39B,nonPAR_inactive,7273D_XXraw,raw,0.272727273,raw
SanRoman_persample,DKC1,nonPAR_inactive,7273D_XXraw,raw,0.76056338,raw
SanRoman_persample,GABRE,nonPAR_variable,7273D_XXraw,raw,0.801470588,raw
SanRoman_persample,MTMR1,nonPAR_inactive,7273D_XXraw,raw,0.794117647,raw
SanRoman_persample,LDOC1,NA,7273D_XXraw,raw,0.789915966,raw
SanRoman_persample,ZNF75D,nonPAR_inactive,7273D_XXraw,raw,0.734803922,raw
SanRoman_persample,MOSPD1,nonPAR_inactive,7273D_XXraw,raw,0.882447665,raw
SanRoman_persample,ZNF280C,nonPAR_variable,7273D_XXraw,raw,0.604166667,raw
SanRoman_persample,RBM41,nonPAR_inactive,7273D_XXraw,raw,0.691558442,raw
SanRoman_persample,BEX4,nonPAR_inactive,7273D_XXraw,raw,0.925,raw
SanRoman_persample,ARMCX1,nonPAR_inactive,7273D_XXraw,raw,0.802469136,raw
SanRoman_persample,TSPAN6,nonPAR_variable,7273D_XXraw,raw,0.611111111,raw
SanRoman_persample,NAP1L3,nonPAR_escape,7273D_XXraw,raw,0.8,raw
SanRoman_persample,APOOL,nonPAR_inactive,7273D_XXraw,raw,0.714285714,raw
SanRoman_persample,SH3BGRL,nonPAR_variable,7273D_XXraw,raw,0.778242678,raw
SanRoman_persample,TAF1,nonPAR_inactive,7273D_XXraw,raw,0.62962963,raw
SanRoman_persample,CCDC22,nonPAR_inactive,7273D_XXraw,raw,0.916666667,raw
SanRoman_persample,TBC1D25,nonPAR_inactive,7273D_XXraw,raw,0.870967742,raw
SanRoman_persample,ARAF,nonPAR_inactive,7273D_XXraw,raw,0.555555556,raw
SanRoman_persample,FUNDC1,nonPAR_escape,7273D_XXraw,raw,0.885714286,raw
SanRoman_persample,CASK,nonPAR_inactive,7273D_XXraw,raw,0.791666667,raw
SanRoman_persample,DYNLT3,NA,7273D_XXraw,raw,0.717391304,raw
SanRoman_persample,TAB3,nonPAR_inactive,7273D_XXraw,raw,0.823809524,raw
SanRoman_persample,GK,nonPAR_inactive,7273D_XXraw,raw,0.375,raw
SanRoman_persample,APOO,nonPAR_inactive,7273D_XXraw,raw,0.823529412,raw
SanRoman_persample,SAT1,NA,7273D_XXraw,raw,0.59375,raw
SanRoman_persample,SMS,nonPAR_inactive,7273D_XXraw,raw,0.866666667,raw
SanRoman_persample,RPS6KA3,nonPAR_inactive,7273D_XXraw,raw,0.823529412,raw
SanRoman_persample,EIF1AX,nonPAR_escape,7273D_XXraw,raw,0.96969697,raw
SanRoman_persample,SYAP1,nonPAR_escape,7273D_XXraw,raw,0.805805806,raw
SanRoman_persample,GRPR,nonPAR_variable,7273D_XXraw,raw,0.666666667,raw
SanRoman_persample,PIR,nonPAR_variable,7273D_XXraw,raw,0.5625,raw
SanRoman_persample,PRPS2,nonPAR_inactive,7273D_XXraw,raw,1,raw
SanRoman_persample,PNPLA4,nonPAR_escape,7273D_XXraw,raw,0.571428571,raw
SanRoman_persample,PUDP,nonPAR_escape,7273D_XXraw,raw,0.885210477,raw
SanRoman_persample,CD99,PAR1,7273D_XXraw,raw,0.544831224,raw
SanRoman_persample,ZBED1,PAR1,7273D_XXraw,raw,0.812833649,raw
SanRoman_persample,ASMTL,PAR1,7273D_XXraw,raw,0.941860465,raw
SanRoman_persample,SLC25A6,PAR1,7273D_XXraw,raw,0.875711575,raw
SanRoman_persample,PLCXD1,PAR1,7273D_XXraw,raw,0.5,raw
SanRoman_persample,UTP14A,nonPAR_inactive,7273D_XXraw,raw,0.577777778,raw
SanRoman_persample,FANCB,nonPAR_inactive,7273D_XXraw,raw,0.833333333,raw
SanRoman_persample,DDX3X,nonPAR_escape,7273D_XXraw,raw,0.994047619,raw
SanRoman_persample,JPX,nonPAR_escape,7273D_XXraw,raw,0.305882353,raw
SanRoman_persample,XIST,nonPAR_escape,7273D_XXraw,raw,0.630000724,raw
SanRoman_persample,BCAP31,nonPAR_inactive,7273D_XXraw,raw,0.458333333,raw
SanRoman_persample,FTX,nonPAR_inactive,7273D_XXraw,raw,0.714285714,raw
SanRoman_persample,YY2,NA,7273D_XXraw,raw,0.625,raw
SanRoman_persample,GRIA3,nonPAR_variable,7273D_XXraw,raw,0.53260274,raw
SanRoman_persample,NHSL2,nonPAR_variable,7273D_XXraw,raw,0.505750377,raw
SanRoman_persample,DNASE1L1,nonPAR_inactive,7274D_XXraw,raw,0.570162835,raw
SanRoman_persample,DLG3,nonPAR_inactive,7274D_XXraw,raw,0.785714286,raw
SanRoman_persample,LAMP2,nonPAR_inactive,7274D_XXraw,raw,0.427993047,raw
SanRoman_persample,SLC25A43,nonPAR_inactive,7274D_XXraw,raw,0.333333333,raw
SanRoman_persample,MXRA5,nonPAR_escape,7274D_XXraw,raw,0.339037787,raw
SanRoman_persample,STS,nonPAR_escape,7274D_XXraw,raw,0.549473684,raw
SanRoman_persample,ABCD1,nonPAR_inactive,7274D_XXraw,raw,0.422969188,raw
SanRoman_persample,KCND1,NA,7274D_XXraw,raw,0.571428571,raw
SanRoman_persample,HUWE1,nonPAR_inactive,7274D_XXraw,raw,0.338505512,raw
SanRoman_persample,TIMP1,nonPAR_variable,7274D_XXraw,raw,0.460224239,raw
SanRoman_persample,GLA,NA,7274D_XXraw,raw,0.866666667,raw
SanRoman_persample,THOC2,nonPAR_inactive,7274D_XXraw,raw,0.454545455,raw
SanRoman_persample,ARMCX5,NA,7274D_XXraw,raw,0.44,raw
SanRoman_persample,EIF2S3,nonPAR_escape,7274D_XXraw,raw,0.706763408,raw
SanRoman_persample,WDR44,nonPAR_inactive,7274D_XXraw,raw,0.512987013,raw
SanRoman_persample,MORC4,nonPAR_inactive,7274D_XXraw,raw,0.425925926,raw
SanRoman_persample,VAMP7,PAR2,7274D_XXraw,raw,0.415182186,raw
SanRoman_persample,AMMECR1,nonPAR_inactive,7274D_XXraw,raw,0.41025641,raw
SanRoman_persample,PRKX,nonPAR_escape,7274D_XXraw,raw,0.622807018,raw
SanRoman_persample,MAMLD1,nonPAR_inactive,7274D_XXraw,raw,0.245614035,raw
SanRoman_persample,SLC10A3,NA,7274D_XXraw,raw,0.666666667,raw
SanRoman_persample,TMEM47,nonPAR_unknown,7274D_XXraw,raw,0.348484848,raw
SanRoman_persample,DOCK11,nonPAR_inactive,7274D_XXraw,raw,0.58663325,raw
SanRoman_persample,TMEM164,nonPAR_inactive,7274D_XXraw,raw,0.296296296,raw
SanRoman_persample,PLS3,nonPAR_variable,7274D_XXraw,raw,0.309677419,raw
SanRoman_persample,FAM199X,NA,7274D_XXraw,raw,0.636363636,raw
SanRoman_persample,MECP2,nonPAR_inactive,7274D_XXraw,raw,0.516129032,raw
SanRoman_persample,ZFX,nonPAR_escape,7274D_XXraw,raw,0.576356667,raw
SanRoman_persample,FGF13,nonPAR_variable,7274D_XXraw,raw,1,raw
SanRoman_persample,MMGT1,nonPAR_inactive,7274D_XXraw,raw,0.384434084,raw
SanRoman_persample,HCFC1,nonPAR_variable,7274D_XXraw,raw,0.581097321,raw
SanRoman_persample,AKAP17A,PAR1,7274D_XXraw,raw,0.814705628,raw
SanRoman_persample,ZNF185,nonPAR_inactive,7274D_XXraw,raw,0.499580201,raw
SanRoman_persample,CA5B,NA,7274D_XXraw,raw,0.902777778,raw
SanRoman_persample,SSR4,nonPAR_inactive,7274D_XXraw,raw,0.659090909,raw
SanRoman_persample,FAM3A,nonPAR_inactive,7274D_XXraw,raw,0.294261294,raw
SanRoman_persample,WDR45,nonPAR_inactive,7274D_XXraw,raw,0.375,raw
SanRoman_persample,USP9X,nonPAR_escape,7274D_XXraw,raw,0.333333333,raw
SanRoman_persample,MED14,nonPAR_escape,7274D_XXraw,raw,0.58,raw
SanRoman_persample,GTPBP6,PAR1,7274D_XXraw,raw,0.857142857,raw
SanRoman_persample,MAGED1,nonPAR_inactive,7274D_XXraw,raw,0.478027867,raw
SanRoman_persample,CXorf38,nonPAR_escape,7274D_XXraw,raw,0.461538462,raw
SanRoman_persample,KLHL15,nonPAR_inactive,7274D_XXraw,raw,0.5625,raw
SanRoman_persample,SLC9A7,nonPAR_inactive,7274D_XXraw,raw,0.437669111,raw
SanRoman_persample,BRCC3,nonPAR_inactive,7274D_XXraw,raw,0.466666667,raw
SanRoman_persample,VMA21,nonPAR_inactive,7274D_XXraw,raw,0.358943632,raw
SanRoman_persample,RBBP7,nonPAR_variable,7274D_XXraw,raw,0.721303783,raw
SanRoman_persample,BGN,nonPAR_inactive,7274D_XXraw,raw,0.368414066,raw
SanRoman_persample,TCEAL7,nonPAR_inactive,7274D_XXraw,raw,0.357142857,raw
SanRoman_persample,GPR173,nonPAR_inactive,7274D_XXraw,raw,0.254444444,raw
SanRoman_persample,MED12,nonPAR_inactive,7274D_XXraw,raw,0.473684211,raw
SanRoman_persample,ERCC6L,NA,7274D_XXraw,raw,0.666666667,raw
SanRoman_persample,DHRSX,PAR1,7274D_XXraw,raw,0.907407407,raw
SanRoman_persample,RGN,nonPAR_inactive,7274D_XXraw,raw,0.703296703,raw
SanRoman_persample,ACOT9,nonPAR_inactive,7274D_XXraw,raw,0.486572937,raw
SanRoman_persample,MID1IP1,nonPAR_inactive,7274D_XXraw,raw,0.349469496,raw
SanRoman_persample,SUV39H1,nonPAR_inactive,7274D_XXraw,raw,0.24137931,raw
SanRoman_persample,UBQLN2,NA,7274D_XXraw,raw,0.427480916,raw
SanRoman_persample,WASH6P,NA,7274D_XXraw,raw,0.65,raw
SanRoman_persample,GSPT2,nonPAR_inactive,7274D_XXraw,raw,0.545454545,raw
SanRoman_persample,IDS,nonPAR_inactive,7274D_XXraw,raw,0.360864112,raw
SanRoman_persample,ARMCX3,nonPAR_inactive,7274D_XXraw,raw,0.336065574,raw
SanRoman_persample,BCOR,nonPAR_inactive,7274D_XXraw,raw,0.307692308,raw
SanRoman_persample,RPL10,nonPAR_inactive,7274D_XXraw,raw,0.375765095,raw
SanRoman_persample,CD99L2,nonPAR_inactive,7274D_XXraw,raw,0.483157751,raw
SanRoman_persample,RBM3,nonPAR_variable,7274D_XXraw,raw,0.431619987,raw
SanRoman_persample,STK26,nonPAR_inactive,7274D_XXraw,raw,0.842105263,raw
SanRoman_persample,OPHN1,nonPAR_inactive,7274D_XXraw,raw,0.2,raw
SanRoman_persample,XIAP,nonPAR_inactive,7274D_XXraw,raw,0.519831568,raw
SanRoman_persample,LAGE3,nonPAR_inactive,7274D_XXraw,raw,0.442970522,raw
SanRoman_persample,CHM,nonPAR_inactive,7274D_XXraw,raw,0.461111111,raw
SanRoman_persample,CTPS2,nonPAR_variable,7274D_XXraw,raw,0.5625,raw
SanRoman_persample,TRAPPC2,nonPAR_escape,7274D_XXraw,raw,0.806878307,raw
SanRoman_persample,FLNA,nonPAR_inactive,7274D_XXraw,raw,0.233516644,raw
SanRoman_persample,PLXNB3,NA,7274D_XXraw,raw,0.527777778,raw
SanRoman_persample,MPP1,nonPAR_inactive,7274D_XXraw,raw,0.31884058,raw
SanRoman_persample,DKC1,nonPAR_inactive,7274D_XXraw,raw,0.341614907,raw
SanRoman_persample,G6PD,nonPAR_inactive,7274D_XXraw,raw,0.327531646,raw
SanRoman_persample,UBL4A,NA,7274D_XXraw,raw,0.374616183,raw
SanRoman_persample,PLXNA3,nonPAR_inactive,7274D_XXraw,raw,0.401041667,raw
SanRoman_persample,ATP6AP1,nonPAR_inactive,7274D_XXraw,raw,0.335104147,raw
SanRoman_persample,IRAK1,nonPAR_inactive,7274D_XXraw,raw,0.35063151,raw
SanRoman_persample,TMEM187,nonPAR_inactive,7274D_XXraw,raw,0.510862128,raw
SanRoman_persample,NAA10,nonPAR_variable,7274D_XXraw,raw,0.51702381,raw
SanRoman_persample,ZNF275,nonPAR_inactive,7274D_XXraw,raw,0.536458333,raw
SanRoman_persample,GABRE,nonPAR_variable,7274D_XXraw,raw,0.609561517,raw
SanRoman_persample,SLC9A6,NA,7274D_XXraw,raw,0.351449275,raw
SanRoman_persample,ZNF75D,nonPAR_inactive,7274D_XXraw,raw,0.350191492,raw
SanRoman_persample,GPC4,nonPAR_inactive,7274D_XXraw,raw,0.63872549,raw
SanRoman_persample,XPNPEP2,nonPAR_inactive,7274D_XXraw,raw,0.75,raw
SanRoman_persample,SMARCA1,nonPAR_inactive,7274D_XXraw,raw,0.637931034,raw
SanRoman_persample,PRPS1,nonPAR_inactive,7274D_XXraw,raw,0.443946188,raw
SanRoman_persample,RBM41,nonPAR_inactive,7274D_XXraw,raw,0.550343407,raw
SanRoman_persample,TCEAL4,nonPAR_inactive,7274D_XXraw,raw,0.474452555,raw
SanRoman_persample,CENPI,nonPAR_inactive,7274D_XXraw,raw,0.22362514,raw
SanRoman_persample,SRPX2,nonPAR_variable,7274D_XXraw,raw,0.375,raw
SanRoman_persample,TSPAN6,nonPAR_variable,7274D_XXraw,raw,0.483333333,raw
SanRoman_persample,APOOL,nonPAR_inactive,7274D_XXraw,raw,0.666666667,raw
SanRoman_persample,ATRX,nonPAR_inactive,7274D_XXraw,raw,0.8,raw
SanRoman_persample,CHIC1,nonPAR_inactive,7274D_XXraw,raw,1,raw
SanRoman_persample,YIPF6,nonPAR_inactive,7274D_XXraw,raw,0.291666667,raw
SanRoman_persample,CCDC22,nonPAR_inactive,7274D_XXraw,raw,0.318181818,raw
SanRoman_persample,TBC1D25,nonPAR_inactive,7274D_XXraw,raw,0.272727273,raw
SanRoman_persample,POLA1,nonPAR_inactive,7274D_XXraw,raw,0.151515152,raw
SanRoman_persample,APOO,nonPAR_inactive,7274D_XXraw,raw,0.322580645,raw
SanRoman_persample,SAT1,NA,7274D_XXraw,raw,0.470588235,raw
SanRoman_persample,MBTPS2,nonPAR_inactive,7274D_XXraw,raw,0.488888889,raw
SanRoman_persample,RPS6KA3,nonPAR_inactive,7274D_XXraw,raw,0.422604552,raw
SanRoman_persample,EIF1AX,nonPAR_escape,7274D_XXraw,raw,0.609224735,raw
SanRoman_persample,SYAP1,nonPAR_escape,7274D_XXraw,raw,0.75,raw
SanRoman_persample,PRPS2,nonPAR_inactive,7274D_XXraw,raw,0.255813953,raw
SanRoman_persample,WWC3,nonPAR_inactive,7274D_XXraw,raw,0.41,raw
SanRoman_persample,TBL1X,nonPAR_variable,7274D_XXraw,raw,0.298609789,raw
SanRoman_persample,PUDP,nonPAR_escape,7274D_XXraw,raw,0.774307252,raw
SanRoman_persample,CD99,PAR1,7274D_XXraw,raw,0.613292797,raw
SanRoman_persample,ZBED1,PAR1,7274D_XXraw,raw,0.695034459,raw
SanRoman_persample,ASMTL,PAR1,7274D_XXraw,raw,0.826923077,raw
SanRoman_persample,PLCXD1,PAR1,7274D_XXraw,raw,0.444444444,raw
SanRoman_persample,FAM50A,NA,7274D_XXraw,raw,0.509090909,raw
SanRoman_persample,UTP14A,nonPAR_inactive,7274D_XXraw,raw,0.296875,raw
SanRoman_persample,GDI1,NA,7274D_XXraw,raw,0.383561644,raw
SanRoman_persample,XIST,nonPAR_escape,7274D_XXraw,raw,0.520572451,raw
SanRoman_persample,GRIA3,nonPAR_variable,7274D_XXraw,raw,0.466666667,raw
SanRoman_persample,LAMP2,nonPAR_inactive,7275D_XXraw,raw,0.12,raw
SanRoman_persample,MXRA5,nonPAR_escape,7275D_XXraw,raw,0.109473418,raw
SanRoman_persample,PRKX,nonPAR_escape,7275D_XXraw,raw,0.111111111,raw
SanRoman_persample,HDX,nonPAR_inactive,7275D_XXraw,raw,0.2,raw
SanRoman_persample,ZFX,nonPAR_escape,7275D_XXraw,raw,0.465082293,raw
SanRoman_persample,ZRSR2,nonPAR_escape,7275D_XXraw,raw,0.310344828,raw
SanRoman_persample,AKAP17A,PAR1,7275D_XXraw,raw,0.727895981,raw
SanRoman_persample,RPS4X,nonPAR_escape,7275D_XXraw,raw,0.490029225,raw
SanRoman_persample,MID1,nonPAR_inactive,7275D_XXraw,raw,0.115384615,raw
SanRoman_persample,ZNF185,nonPAR_inactive,7275D_XXraw,raw,0.364087302,raw
SanRoman_persample,CA5B,NA,7275D_XXraw,raw,0.7,raw
SanRoman_persample,SMC1A,nonPAR_escape,7275D_XXraw,raw,0.704545455,raw
SanRoman_persample,BGN,nonPAR_inactive,7275D_XXraw,raw,0.094770544,raw
SanRoman_persample,RLIM,nonPAR_inactive,7275D_XXraw,raw,0.15,raw
SanRoman_persample,GEMIN8,nonPAR_escape,7275D_XXraw,raw,0.642857143,raw
SanRoman_persample,DHRSX,PAR1,7275D_XXraw,raw,0.898663208,raw
SanRoman_persample,WASH6P,NA,7275D_XXraw,raw,1,raw
SanRoman_persample,RBM3,nonPAR_variable,7275D_XXraw,raw,0.358974359,raw
SanRoman_persample,ARMCX4,nonPAR_inactive,7275D_XXraw,raw,0.230769231,raw
SanRoman_persample,CHM,nonPAR_inactive,7275D_XXraw,raw,0.105555556,raw
SanRoman_persample,TRAPPC2,nonPAR_escape,7275D_XXraw,raw,0.494727446,raw
SanRoman_persample,PJA1,nonPAR_inactive,7275D_XXraw,raw,0.183486239,raw
SanRoman_persample,ZNF275,nonPAR_inactive,7275D_XXraw,raw,0.125,raw
SanRoman_persample,GABRE,nonPAR_variable,7275D_XXraw,raw,0.165140292,raw
SanRoman_persample,NAP1L3,nonPAR_escape,7275D_XXraw,raw,0.191489362,raw
SanRoman_persample,APOOL,nonPAR_inactive,7275D_XXraw,raw,0.821428571,raw
SanRoman_persample,KDM6A,nonPAR_escape,7275D_XXraw,raw,0.478978979,raw
SanRoman_persample,GK,nonPAR_inactive,7275D_XXraw,raw,0.428571429,raw
SanRoman_persample,EIF1AX,nonPAR_escape,7275D_XXraw,raw,0.414411745,raw
SanRoman_persample,PNPLA4,nonPAR_escape,7275D_XXraw,raw,0.666666667,raw
SanRoman_persample,PUDP,nonPAR_escape,7275D_XXraw,raw,1,raw
SanRoman_persample,XG,nonPAR_escape,7275D_XXraw,raw,0.821428571,raw
SanRoman_persample,CD99,PAR1,7275D_XXraw,raw,0.725546225,raw
SanRoman_persample,ZBED1,PAR1,7275D_XXraw,raw,0.653074535,raw
SanRoman_persample,ASMTL,PAR1,7275D_XXraw,raw,0.826402066,raw
SanRoman_persample,PLCXD1,PAR1,7275D_XXraw,raw,0.75,raw
SanRoman_persample,DDX3X,nonPAR_escape,7275D_XXraw,raw,0.537525355,raw
SanRoman_persample,THOC2,nonPAR_inactive,7283C_XXYraw,raw,0.545454545,raw
SanRoman_persample,TCEAL7,nonPAR_inactive,7283C_XXYraw,raw,0.68,raw
SanRoman_persample,APOOL,nonPAR_inactive,7283C_XXYraw,raw,0.607142857,raw
SanRoman_persample,XG,nonPAR_escape,7283C_XXYraw,raw,0.848484848,raw
SanRoman_persample,DNASE1L1,nonPAR_inactive,7348C_XXYraw,raw,0.885025229,raw
SanRoman_persample,LAMP2,nonPAR_inactive,7348C_XXYraw,raw,0.867333858,raw
SanRoman_persample,MXRA5,nonPAR_escape,7348C_XXYraw,raw,0.577092511,raw
SanRoman_persample,STS,nonPAR_escape,7348C_XXYraw,raw,0.691222571,raw
SanRoman_persample,NXT2,nonPAR_inactive,7348C_XXYraw,raw,0.8125,raw
SanRoman_persample,ABCD1,nonPAR_inactive,7348C_XXYraw,raw,0.605994152,raw
SanRoman_persample,FMR1,nonPAR_inactive,7348C_XXYraw,raw,0.972222222,raw
SanRoman_persample,TIMP1,nonPAR_variable,7348C_XXYraw,raw,0.90625,raw
SanRoman_persample,PIN4,nonPAR_inactive,7348C_XXYraw,raw,0.863013699,raw
SanRoman_persample,GLA,NA,7348C_XXYraw,raw,0.888888889,raw
SanRoman_persample,ELK1,nonPAR_inactive,7348C_XXYraw,raw,1,raw
SanRoman_persample,STARD8,nonPAR_inactive,7348C_XXYraw,raw,0.928571429,raw
SanRoman_persample,EIF2S3,nonPAR_escape,7348C_XXYraw,raw,0.66881583,raw
SanRoman_persample,MORC4,nonPAR_inactive,7348C_XXYraw,raw,0.767123288,raw
SanRoman_persample,AMMECR1,nonPAR_inactive,7348C_XXYraw,raw,0.84,raw
SanRoman_persample,PRKX,nonPAR_escape,7348C_XXYraw,raw,0.819444444,raw
SanRoman_persample,TMEM47,nonPAR_unknown,7348C_XXYraw,raw,0.965879265,raw
SanRoman_persample,CHST7,nonPAR_inactive,7348C_XXYraw,raw,0.875,raw
SanRoman_persample,TAF1,nonPAR_inactive,7348C_XXYraw,raw,0.931034483,raw
SanRoman_persample,NONO,NA,7348C_XXYraw,raw,0.8,raw
SanRoman_persample,SNX12,nonPAR_inactive,7348C_XXYraw,raw,0.957943925,raw
SanRoman_persample,TBC1D8B,nonPAR_inactive,7348C_XXYraw,raw,0.793981481,raw
SanRoman_persample,UPF3B,nonPAR_inactive,7348C_XXYraw,raw,0.891891892,raw
SanRoman_persample,DOCK11,nonPAR_inactive,7348C_XXYraw,raw,0.660119048,raw
SanRoman_persample,VBP1,NA,7348C_XXYraw,raw,0.872475856,raw
SanRoman_persample,AFF2,NA,7348C_XXYraw,raw,0.636363636,raw
SanRoman_persample,AIFM1,nonPAR_inactive,7348C_XXYraw,raw,0.955555556,raw
SanRoman_persample,TMEM164,nonPAR_inactive,7348C_XXYraw,raw,0.88752424,raw
SanRoman_persample,FAM199X,NA,7348C_XXYraw,raw,0.800925926,raw
SanRoman_persample,MECP2,nonPAR_inactive,7348C_XXYraw,raw,0.854321908,raw
SanRoman_persample,ZFX,nonPAR_escape,7348C_XXYraw,raw,0.777052899,raw
SanRoman_persample,MMGT1,nonPAR_inactive,7348C_XXYraw,raw,0.811320755,raw
SanRoman_persample,ZRSR2,nonPAR_escape,7348C_XXYraw,raw,1,raw
SanRoman_persample,ELF4,nonPAR_inactive,7348C_XXYraw,raw,0.826666667,raw
SanRoman_persample,HCFC1,nonPAR_variable,7348C_XXYraw,raw,0.886764977,raw
SanRoman_persample,ZNF41,nonPAR_inactive,7348C_XXYraw,raw,0.686936937,raw
SanRoman_persample,MAP7D3,nonPAR_inactive,7348C_XXYraw,raw,0.580464258,raw
SanRoman_persample,HNRNPH2,NA,7348C_XXYraw,raw,0.873786408,raw
SanRoman_persample,LRCH2,nonPAR_inactive,7348C_XXYraw,raw,0.666666667,raw
SanRoman_persample,RBMX,nonPAR_inactive,7348C_XXYraw,raw,0.988095238,raw
SanRoman_persample,SSR4,nonPAR_inactive,7348C_XXYraw,raw,0.4,raw
SanRoman_persample,FAM3A,nonPAR_inactive,7348C_XXYraw,raw,0.529395604,raw
SanRoman_persample,FANCB,nonPAR_inactive,7348C_XXYraw,raw,0.888888889,raw
SanRoman_persample,USP9X,nonPAR_escape,7348C_XXYraw,raw,0.7734375,raw
SanRoman_persample,DIAPH2,nonPAR_inactive,7348C_XXYraw,raw,0.599025974,raw
SanRoman_persample,MED14,nonPAR_escape,7348C_XXYraw,raw,0.930232558,raw
SanRoman_persample,HMGB3,nonPAR_inactive,7348C_XXYraw,raw,0.973684211,raw
SanRoman_persample,ZBTB33,nonPAR_inactive,7348C_XXYraw,raw,0.75188537,raw
SanRoman_persample,CXorf38,nonPAR_escape,7348C_XXYraw,raw,0.760416667,raw
SanRoman_persample,KLHL15,nonPAR_inactive,7348C_XXYraw,raw,0.933333333,raw
SanRoman_persample,SLC9A7,nonPAR_inactive,7348C_XXYraw,raw,0.74083509,raw
SanRoman_persample,F8,nonPAR_inactive,7348C_XXYraw,raw,0.454545455,raw
SanRoman_persample,VMA21,nonPAR_inactive,7348C_XXYraw,raw,0.875,raw
SanRoman_persample,BGN,nonPAR_inactive,7348C_XXYraw,raw,0.897434608,raw
SanRoman_persample,PHF6,nonPAR_inactive,7348C_XXYraw,raw,0.811594203,raw
SanRoman_persample,GPRASP2,NA,7348C_XXYraw,raw,0.882352941,raw
SanRoman_persample,TCEAL7,nonPAR_inactive,7348C_XXYraw,raw,0.156862745,raw
SanRoman_persample,PIGA,nonPAR_inactive,7348C_XXYraw,raw,0.9,raw
SanRoman_persample,UBA1,nonPAR_escape,7348C_XXYraw,raw,0.837837838,raw
SanRoman_persample,ACOT9,nonPAR_inactive,7348C_XXYraw,raw,0.75,raw
SanRoman_persample,MID1IP1,nonPAR_inactive,7348C_XXYraw,raw,0.816942692,raw
SanRoman_persample,ACSL4,nonPAR_inactive,7348C_XXYraw,raw,0.945091615,raw
SanRoman_persample,IDS,nonPAR_inactive,7348C_XXYraw,raw,0.824741851,raw
SanRoman_persample,RPL10,nonPAR_inactive,7348C_XXYraw,raw,0.55404906,raw
SanRoman_persample,ATG4A,nonPAR_inactive,7348C_XXYraw,raw,0.911764706,raw
SanRoman_persample,UBE2A,nonPAR_inactive,7348C_XXYraw,raw,0.930434783,raw
SanRoman_persample,ARMCX4,nonPAR_inactive,7348C_XXYraw,raw,1,raw
SanRoman_persample,OPHN1,nonPAR_inactive,7348C_XXYraw,raw,0.479166667,raw
SanRoman_persample,XIAP,nonPAR_inactive,7348C_XXYraw,raw,0.789742746,raw
SanRoman_persample,CHM,nonPAR_inactive,7348C_XXYraw,raw,0.709264069,raw
SanRoman_persample,TRAPPC2,nonPAR_escape,7348C_XXYraw,raw,0.944444444,raw
SanRoman_persample,FLNA,nonPAR_inactive,7348C_XXYraw,raw,0.935017833,raw
SanRoman_persample,MORF4L2,nonPAR_inactive,7348C_XXYraw,raw,0.800458716,raw
SanRoman_persample,PJA1,nonPAR_inactive,7348C_XXYraw,raw,0.706714561,raw
SanRoman_persample,PLXNB3,NA,7348C_XXYraw,raw,0.65472028,raw
SanRoman_persample,DKC1,nonPAR_inactive,7348C_XXYraw,raw,0.932515337,raw
SanRoman_persample,G6PD,nonPAR_inactive,7348C_XXYraw,raw,0.88343254,raw
SanRoman_persample,ATP6AP1,nonPAR_inactive,7348C_XXYraw,raw,0.918842194,raw
SanRoman_persample,IRAK1,nonPAR_inactive,7348C_XXYraw,raw,0.881271856,raw
SanRoman_persample,TMEM187,nonPAR_inactive,7348C_XXYraw,raw,0.752969831,raw
SanRoman_persample,NAA10,nonPAR_variable,7348C_XXYraw,raw,0.61352657,raw
SanRoman_persample,ZNF275,nonPAR_inactive,7348C_XXYraw,raw,0.647525253,raw
SanRoman_persample,GABRE,nonPAR_variable,7348C_XXYraw,raw,0.80952381,raw
SanRoman_persample,FHL1,nonPAR_inactive,7348C_XXYraw,raw,0.731587561,raw
SanRoman_persample,GPC4,nonPAR_inactive,7348C_XXYraw,raw,0.672014925,raw
SanRoman_persample,ZNF280C,nonPAR_variable,7348C_XXYraw,raw,0.583333333,raw
SanRoman_persample,SMARCA1,nonPAR_inactive,7348C_XXYraw,raw,0.957983193,raw
SanRoman_persample,RBM41,nonPAR_inactive,7348C_XXYraw,raw,0.69629343,raw
SanRoman_persample,TCEAL4,nonPAR_inactive,7348C_XXYraw,raw,0.873493976,raw
SanRoman_persample,RPL36A,NA,7348C_XXYraw,raw,0.666666667,raw
SanRoman_persample,CENPI,nonPAR_inactive,7348C_XXYraw,raw,0.668720296,raw
SanRoman_persample,TRMT2B,nonPAR_inactive,7348C_XXYraw,raw,0.650201613,raw
SanRoman_persample,TSPAN6,nonPAR_variable,7348C_XXYraw,raw,0.716049383,raw
SanRoman_persample,NAP1L3,nonPAR_escape,7348C_XXYraw,raw,0.967741935,raw
SanRoman_persample,APOOL,nonPAR_inactive,7348C_XXYraw,raw,0.607142857,raw
SanRoman_persample,PGK1,nonPAR_inactive,7348C_XXYraw,raw,0.862068966,raw
SanRoman_persample,ATRX,nonPAR_inactive,7348C_XXYraw,raw,0.4,raw
